variant,seed,split,case,R_mm,L_mm,alpha_womersley,kappa,eps,De,pp_dir_10deg,cos_signed_median,frac_flipped,angle_median_deg
cosserat_sweep_withleak,1337,test,cs_008_R10p3_L219p9_a10p1_k0p005,10.332632062001387,219.86319845391617,10.142430618716505,0.0053904580648451985,0.046995732503942136,0.05569761982969345,1.0,0.99881911277771,0.0,2.7847042083740234
cosserat_sweep_withleak,1337,test,cs_011_R14p0_L181p9_a03p0_k0p014,14.044006058026058,181.87220676453305,3.0168575708216334,0.014121937351325617,0.077219088654973,0.1983285737130814,1.0,0.9997321367263794,0.0,1.3261842727661133
cosserat_sweep_withleak,1337,test,cs_036_R17p3_L276p1_a08p0_k0p003,17.31499466778154,276.12701618004564,8.021361701813102,0.0029834969688785585,0.06270663011290241,0.05165923410747463,1.0,0.9991751313209534,0.0,2.327340602874756
cosserat_sweep_withleak,1337,test,cs_041_R16p4_L126p5_a08p0_k0p021,16.380952953924872,126.50298452981617,7.9710182832138035,0.02124330119733147,0.1294906441520671,0.34798551749954276,1.0,0.9992018938064575,0.0,2.289268732070923
cosserat_sweep_withleak,1337,test,cs_042_R09p1_L132p8_a10p7_k0p011,9.07428353129959,132.76355859514942,10.712075744884107,0.010660025037295294,0.06834920385774537,0.09673208963916997,1.0,0.9996234774589539,0.0,1.572340965270996
cosserat_sweep_withleak,1337,test,cs_043_R12p3_L259p6_a06p1_k0p020,12.297612930140655,259.5885815717731,6.138198863286343,0.01974936588961313,0.04737347403988381,0.24287005732618525,1.0,0.99954754114151,0.0,1.723628044128418
cosserat_sweep_withleak,1337,test,cs_069_R13p1_L102p9_a09p7_k0p009,13.148822734681907,102.86134202123537,9.659537039244858,0.008785096495739686,0.12783055787826858,0.11551367652955634,1.0,0.9995160698890686,0.0,1.782569408416748
cosserat_sweep_withleak,1337,test,cs_073_R17p1_L219p1_a08p8_k0p003,17.052436405248233,219.11549442691114,8.814141439119714,0.0029927805368692127,0.07782396425158468,0.05103419977982692,1.0,0.9996287822723389,0.0,1.561161994934082
cosserat_sweep_withleak,1337,test,cs_077_R09p2_L151p4_a10p0_k0p005,9.20785348784141,151.41657260303316,9.988312383907285,0.005444190983975563,0.06081139818150236,0.050129312940274146,1.0,0.9999500513076782,0.0,0.5726661086082458
cosserat_sweep_withleak,1337,test,cs_101_R17p1_L296p7_a11p6_k0p014,17.06116325157632,296.7454777876344,11.553969292706446,0.014261996667051307,0.05749426538451287,0.2433262534299997,1.0,0.9993202090263367,0.0,2.1127586364746094
cosserat_sweep_withleak,1337,test,cs_103_R15p3_L286p2_a07p5_k0p006,15.26161829168939,286.18579683017697,7.52249632089859,0.006024006987283315,0.05332765797858813,0.09193609522638774,1.0,0.9998588562011719,0.0,0.9626615643501282
