variant,seed,split,case,pp_dir_5deg,pp_dir_10deg,pp_dir_15deg,pp_dir_30deg,pp_peak_0.10,pp_peak_0.20,pp_peak_0.50,cos_signed_median,cos_signed_mean,frac_flipped,angle_median_deg,angle_mean_deg,angle_p90_deg,mag_ratio_median,mag_ratio_mean,peak_mag_true,peak_mag_pred,peak_mag_rel,t_phase,omega,phase_norm,Q_sign,alpha_womersley,R_mm,L_mm,p_amp,wall_frac
womersley_leak_dir_only,1337,test,wm_028_R16p9_L170p9_a11p3,0.0,0.3090277777777778,0.5347222222222222,0.9640625,0.0,0.0,0.0,0.9683482646942139,0.9541196823120117,0.0,14.454017639160156,15.935256958007812,26.078201293945312,2.4857492446899414,2.705820322036743,0.021849041804671288,0.11579293757677078,4.299680233001709,2.356353350615163,1.489114804961375,3.5088806601213807,-1.0,11.338325089891944,16.878808428210068,170.9466910940729,0.05449226346446536,0.08304498269896193
womersley_leak_dir_only,1337,test,wm_029_R15p7_L140p1_a07p1,0.13402777777777777,0.4730902777777778,0.9392361111111112,0.9873263888888889,0.0,0.0,0.0,0.9839658141136169,0.977664589881897,0.0,10.27408218383789,10.597039222717285,14.823535919189453,3.004383087158203,2.9887990951538086,0.012829676270484924,0.07793337851762772,5.074461936950684,8.071870019276021,0.6816181504768951,5.501933113428821,1.0,7.149392859956807,15.730972031964066,140.10607133664715,0.01154620816316866,0.08304498269896193
womersley_leak_dir_only,1337,test,wm_030_R16p8_L186p3_a07p9,0.004166666666666667,0.24010416666666667,0.9017361111111111,0.9722222222222222,0.0,0.0,0.0,0.9779402613639832,0.9722123742103577,0.0,12.057004928588867,12.60641860961914,14.967464447021484,3.760746479034424,3.7847137451171875,0.010996272787451744,0.09670573472976685,7.794410228729248,0.9357481164268846,0.7281950996909115,0.6814071929270579,1.0,7.914192820348003,16.847665103447127,186.26469076177037,0.00977671845722567,0.08304498269896193
womersley_leak_dir_only,1337,test,wm_031_R09p4_L239p5_a10p9,0.0,0.00017361111111111112,0.00034722222222222224,0.7597222222222222,0.0,0.0,0.007291666666666667,0.878504753112793,0.8699737787246704,0.0,28.537479400634766,29.28017234802246,32.41298294067383,1.2714669704437256,1.2256888151168823,0.03942704200744629,0.0792914479970932,1.011093020439148,1.0528578622297922,4.427565334988802,4.6615969734790434,-1.0,10.880321199869641,9.393256833150932,239.49278666172782,0.1615219190558797,0.08304498269896193
womersley_leak_dir_only,1337,test,wm_032_R12p2_L282p2_a06p3,0.04861111111111111,0.44513888888888886,0.7769097222222222,0.9673611111111111,0.058159722222222224,0.30659722222222224,0.6335069444444444,0.980762243270874,0.9721243977546692,0.0,11.256771087646484,11.613677024841309,15.926819801330566,1.2869184017181396,1.3533705472946167,0.03266732767224312,0.07827463001012802,1.396113634109497,3.5635549664683546,0.8763398420088776,3.122885196304829,-1.0,6.307070037448027,12.239067927399056,282.1644184331933,0.08340355636315183,0.08304498269896193
womersley_leak_dir_only,1337,test,wm_033_R16p9_L167p1_a02p1,0.6101027397260274,0.9695205479452055,0.9970890410958904,0.9988013698630137,0.0,0.0,0.0,0.9986796379089355,0.9958721995353699,0.0,2.944638252258301,4.018345832824707,7.133127689361572,0.12099935114383698,0.12043681740760803,0.5140915513038635,0.06572112441062927,-0.8721606731414795,23.579713268213716,0.050513105248963935,1.191084538057671,1.0,2.0921065799657117,16.909810540078887,167.13941672229032,0.03385412159184365,0.08304498269896193
womersley_leak_dir_only,1337,val,wm_024_R10p1_L185p5_a06p9,0.0,0.0005208333333333333,0.002777777777777778,0.013888888888888888,0.0,0.0,0.0,0.7769309282302856,0.7755677700042725,0.0,39.01957321166992,38.89289474487305,42.099464416503906,1.7302727699279785,1.6663850545883179,0.03445331007242203,0.0940624326467514,1.7301421165466309,2.1666682256330922,1.5440612768616369,3.3454685070065695,-1.0,6.929361621899541,10.13019792117939,185.51290850826797,0.1077085903681465,0.08304498269896193
womersley_leak_dir_only,1337,val,wm_025_R14p6_L277p4_a02p2,0.43511029411764707,0.8534926470588236,0.9549632352941176,0.9643382352941177,0.0,0.0,0.0,0.9955618381500244,0.9848851561546326,0.0,5.400058746337891,7.23291015625,10.488611221313477,2.1431703567504883,2.1589746475219727,0.019197292625904083,0.07550407201051712,2.933058261871338,76.1069292794284,0.07139294034387775,5.433497461801954,1.0,2.1527243518364907,14.635843572634595,277.4024293436889,0.024839818199674932,0.08304498269896193
womersley_leak_dir_only,1337,val,wm_026_R16p1_L173p1_a06p4,0.15325342465753425,0.5948630136986301,0.8705479452054794,0.9991438356164384,0.2054794520547945,0.665068493150685,0.989554794520548,0.9882794618606567,0.9829140305519104,0.0,8.780848503112793,9.573397636413574,15.724654197692871,0.9924626350402832,0.9822385311126709,0.03859727829694748,0.07052526623010635,0.8272082805633545,11.638586333715198,0.5108045582498528,5.945042950846166,1.0,6.35234707406615,16.145957558642593,173.14701111600007,0.049462200976830496,0.08304498269896193
womersley_leak_dir_only,1337,val,wm_027_R13p9_L115p3_a03p2,0.0010416666666666667,0.025520833333333333,0.33211805555555557,0.9965277777777778,0.0,0.006423611111111111,0.9963541666666667,0.9610559940338135,0.9597983360290527,0.0,16.042709350585938,16.031814575195312,18.564579010009766,0.8294099569320679,0.8306445479393005,0.07502167671918869,0.12125100195407867,0.6162129044532776,36.3390203037458,0.17152021176440738,6.232876457809579,1.0,3.177130799823445,13.93588046669706,115.27099829706562,0.029555184430162532,0.08304498269896193
