variant,resolution,seed,case,n_nodes,n_chunks,mesh_L,U_he,div_pred,div_true,div_analytical,helm_pred,helm_true
leak_dir_only,1x,777,wm_028_R16p9_L170p9_a11p3,23120,1,0.0014065658923776761,0.0198831669986248,0.06486248970031738,0.00023449760919902474,0.0,0.017520668085799145,0.0010013014057569968
leak_dir_only,1x,777,wm_029_R15p7_L140p1_a07p1,23120,1,0.0013109133537489777,0.01276966743171215,0.08754406124353409,0.00012306416465435177,0.0,0.029507331897972024,0.00018182449506672356
leak_dir_only,1x,777,wm_030_R16p8_L186p3_a07p9,23120,1,0.0014039708374346536,0.01066726166754961,0.14868968725204468,0.00013111934822518378,0.0,0.028981777228319277,0.0005218220544174771
leak_dir_only,1x,777,wm_031_R09p4_L239p5_a10p9,23120,1,0.0007827705821687758,0.03888924792408943,0.017767256125807762,6.745892733306391e-08,0.0,nan,nan
leak_dir_only,1x,777,wm_032_R12p2_L282p2_a06p3,23120,1,0.0010199205610202091,0.029478538781404495,0.0970277488231659,4.0735827155913285e-07,0.0,nan,nan
leak_dir_only,1x,777,wm_033_R16p9_L167p1_a02p1,23120,1,0.0014091495568184552,0.4960843026638031,0.004124969244003296,0.0001027116522891447,0.0,0.03271401262806217,9.970049329439686e-05
leak_dir_only,1x,1337,wm_028_R16p9_L170p9_a11p3,23120,1,0.0014065658923776761,0.0198831669986248,0.06197308376431465,0.00023449760919902474,0.0,0.015050078735911554,0.0010013014057569968
leak_dir_only,1x,1337,wm_029_R15p7_L140p1_a07p1,23120,1,0.0013109133537489777,0.01276966743171215,0.14737434685230255,0.00012306416465435177,0.0,0.03689044750063226,0.00018182449506672356
leak_dir_only,1x,1337,wm_030_R16p8_L186p3_a07p9,23120,1,0.0014039708374346536,0.01066726166754961,0.11588162183761597,0.00013111934822518378,0.0,0.023958322258120678,0.0005218220544174771
leak_dir_only,1x,1337,wm_031_R09p4_L239p5_a10p9,23120,1,0.0007827705821687758,0.03888924792408943,0.0233265683054924,6.745892733306391e-08,0.0,nan,nan
leak_dir_only,1x,1337,wm_032_R12p2_L282p2_a06p3,23120,1,0.0010199205610202091,0.029478538781404495,0.08664915710687637,4.0735827155913285e-07,0.0,nan,nan
leak_dir_only,1x,1337,wm_033_R16p9_L167p1_a02p1,23120,1,0.0014091495568184552,0.4960843026638031,0.0029040370136499405,0.0001027116522891447,0.0,0.011521089050942259,9.970049329439686e-05
leak_dir_only,1x,2026,wm_028_R16p9_L170p9_a11p3,23120,1,0.0014065658923776761,0.0198831669986248,0.0804872140288353,0.00023449760919902474,0.0,0.023178050508687632,0.0010013014057569968
leak_dir_only,1x,2026,wm_029_R15p7_L140p1_a07p1,23120,1,0.0013109133537489777,0.01276966743171215,0.15508969128131866,0.00012306416465435177,0.0,0.04511712820128241,0.00018182449506672356
leak_dir_only,1x,2026,wm_030_R16p8_L186p3_a07p9,23120,1,0.0014039708374346536,0.01066726166754961,0.12159917503595352,0.00013111934822518378,0.0,0.0329413790444677,0.0005218220544174771
leak_dir_only,1x,2026,wm_031_R09p4_L239p5_a10p9,23120,1,0.0007827705821687758,0.03888924792408943,0.023984583094716072,6.745892733306391e-08,0.0,nan,nan
leak_dir_only,1x,2026,wm_032_R12p2_L282p2_a06p3,23120,1,0.0010199205610202091,0.029478538781404495,0.08109750598669052,4.0735827155913285e-07,0.0,nan,nan
leak_dir_only,1x,2026,wm_033_R16p9_L167p1_a02p1,23120,1,0.0014091495568184552,0.4960843026638031,0.004046157468110323,0.0001027116522891447,0.0,0.020389592760832683,9.970049329439686e-05
leak_dir_only,2x,777,wm_028_R16p9_L170p9_a11p3,184480,1,0.0007032820826633127,0.020390992984175682,0.017006611451506615,1.3378687981457915e-05,0.0,nan,nan
leak_dir_only,2x,777,wm_029_R15p7_L140p1_a07p1,184480,1,0.0006554561848187633,0.012784822843968868,0.02497727982699871,1.0730667781899683e-05,0.0,nan,nan
leak_dir_only,2x,777,wm_030_R16p8_L186p3_a07p9,184480,1,0.0007019844913098327,0.010819370858371258,0.04245295003056526,6.8721069510502275e-06,0.0,nan,nan
leak_dir_only,2x,777,wm_031_R09p4_L239p5_a10p9,184480,1,0.0003913846302569458,0.03902824595570564,0.0040107909590005875,1.7260020968024037e-08,0.0,nan,nan
leak_dir_only,2x,777,wm_032_R12p2_L282p2_a06p3,184480,1,0.0005099590339922747,0.03107747994363308,0.020807474851608276,4.941882636444461e-08,0.0,nan,nan
leak_dir_only,2x,777,wm_033_R16p9_L167p1_a02p1,184480,1,0.0007045739679166213,0.5033658742904663,0.0010379545856267214,1.075494583346881e-05,0.0,nan,nan
leak_dir_only,2x,1337,wm_028_R16p9_L170p9_a11p3,184480,1,0.0007032820826633127,0.020390992984175682,0.016095547005534172,1.3378687981457915e-05,0.0,nan,nan
leak_dir_only,2x,1337,wm_029_R15p7_L140p1_a07p1,184480,1,0.0006554561848187633,0.012784822843968868,0.04427606984972954,1.0730667781899683e-05,0.0,nan,nan
leak_dir_only,2x,1337,wm_030_R16p8_L186p3_a07p9,184480,1,0.0007019844913098327,0.010819370858371258,0.03322867676615715,6.8721069510502275e-06,0.0,nan,nan
leak_dir_only,2x,1337,wm_031_R09p4_L239p5_a10p9,184480,1,0.0003913846302569458,0.03902824595570564,0.0052782269194722176,1.7260020968024037e-08,0.0,nan,nan
leak_dir_only,2x,1337,wm_032_R12p2_L282p2_a06p3,184480,1,0.0005099590339922747,0.03107747994363308,0.018271928653120995,4.941882636444461e-08,0.0,nan,nan
leak_dir_only,2x,1337,wm_033_R16p9_L167p1_a02p1,184480,1,0.0007045739679166213,0.5033658742904663,0.000975987350102514,1.075494583346881e-05,0.0,nan,nan
leak_dir_only,2x,2026,wm_028_R16p9_L170p9_a11p3,184480,1,0.0007032820826633127,0.020390992984175682,0.01975993625819683,1.3378687981457915e-05,0.0,nan,nan
leak_dir_only,2x,2026,wm_029_R15p7_L140p1_a07p1,184480,1,0.0006554561848187633,0.012784822843968868,0.046019766479730606,1.0730667781899683e-05,0.0,nan,nan
leak_dir_only,2x,2026,wm_030_R16p8_L186p3_a07p9,184480,1,0.0007019844913098327,0.010819370858371258,0.0407598651945591,6.8721069510502275e-06,0.0,nan,nan
leak_dir_only,2x,2026,wm_031_R09p4_L239p5_a10p9,184480,1,0.0003913846302569458,0.03902824595570564,0.004881043918430805,1.7260020968024037e-08,0.0,nan,nan
leak_dir_only,2x,2026,wm_032_R12p2_L282p2_a06p3,184480,1,0.0005099590339922747,0.03107747994363308,0.016289349645376205,4.941882636444461e-08,0.0,nan,nan
leak_dir_only,2x,2026,wm_033_R16p9_L167p1_a02p1,184480,1,0.0007045739679166213,0.5033658742904663,0.0011474988423287868,1.075494583346881e-05,0.0,nan,nan
leak_dir_only,4x,777,wm_028_R16p9_L170p9_a11p3,1474880,6,0.0003516401990481285,0.020370087347497123,0.003569909397953469,2.996110700639002e-06,0.0,nan,1.563433592969482e-05
