variant,split,bin,De_bin_low,De_bin_high,n_predictions,n_seeds,n_cases,pp_dir_10deg_mean,pp_dir_10deg_std,cos_signed_median_mean,cos_signed_median_std,frac_flipped_mean,frac_flipped_std,angle_median_deg_mean,angle_median_deg_std
cosserat_sweep_withleak_nobc,val,low,0.0014617429887284563,0.12171880377304037,27,3,9,0.9996203900671121,0.001972511072458587,0.9995473446669402,0.00028485662753772935,0.0,0.0,1.6376498893455222,0.5491404224581582
cosserat_sweep_withleak_nobc,val,mid,0.12171880377304037,0.22800358547929211,27,3,9,1.0,0.0,0.9993325339423286,0.000509488851990718,0.0,0.0,1.969754731213605,0.7228433885022091
cosserat_sweep_withleak_nobc,val,high,0.22800358547929211,0.34798551749954276,18,3,6,1.0,0.0,0.9995550480153825,0.00035699800374541476,0.0,0.0,1.6189973089430068,0.5641550013002167
cosserat_sweep_withleak_nobc,test,low,0.0014617429887284563,0.12171880377304037,33,3,11,1.0,0.0,0.9996102181347933,0.0002702892741176501,0.0,0.0,1.504803919430935,0.5515389653164687
cosserat_sweep_withleak_nobc,test,mid,0.12171880377304037,0.22800358547929211,33,3,11,1.0,0.0,0.9995246294772986,0.00024485845747630145,0.0,0.0,1.7022610035809604,0.48035251142042934
cosserat_sweep_withleak_nobc,test,high,0.22800358547929211,0.34798551749954276,42,3,14,0.9793711026411088,0.07787143089158861,0.999128323225748,0.0016390309790799953,0.0,0.0,1.972836739960171,1.3709333168702798
cosserat_sweep_leak_dir_only_nobc,val,low,0.0014617429887284563,0.12171880377304037,27,3,9,1.0,0.0,0.9997159088099444,0.00017474592809561533,0.0,0.0,1.3092556441271748,0.396236097738287
cosserat_sweep_leak_dir_only_nobc,val,mid,0.12171880377304037,0.22800358547929211,27,3,9,1.0,0.0,0.9995528768610071,0.00023296736425761378,0.0,0.0,1.6517221397823758,0.464461019944053
cosserat_sweep_leak_dir_only_nobc,val,high,0.22800358547929211,0.34798551749954276,18,3,6,1.0,0.0,0.9996489352650113,0.0001474285617659089,0.0,0.0,1.4877596033944025,0.3115157761561195
cosserat_sweep_leak_dir_only_nobc,test,low,0.0014617429887284563,0.12171880377304037,33,3,11,1.0,0.0,0.9996805317474134,0.0002129541544596349,0.0,0.0,1.380358995813312,0.44530922147712787
cosserat_sweep_leak_dir_only_nobc,test,mid,0.12171880377304037,0.22800358547929211,33,3,11,1.0,0.0,0.9995935992761091,0.0002157312385213015,0.0,0.0,1.5678799188498296,0.4656550830382931
cosserat_sweep_leak_dir_only_nobc,test,high,0.22800358547929211,0.34798551749954276,42,3,14,0.9654361452922604,0.1261587341712114,0.9986932377020518,0.003499687853382712,0.0,0.0,2.0480906622750417,2.123045971638296
cosserat_sweep_leak_mag_only_nobc,val,low,0.0014617429887284563,0.12171880377304037,27,3,9,0.17315729636299967,0.24013195140856178,0.33144213866304467,0.8192859114239909,0.33909137754624225,0.472509431912673,62.64466428756714,60.87398337959292
cosserat_sweep_leak_mag_only_nobc,val,mid,0.12171880377304037,0.22800358547929211,27,3,9,0.010857411184152928,0.03074583886322721,-0.25945247971901186,0.578296749884527,0.6285184442038604,0.35331644109678495,108.71422661675348,38.867058222673265
cosserat_sweep_leak_mag_only_nobc,val,high,0.22800358547929211,0.34798551749954276,18,3,6,0.024538864848350835,0.051619535251299455,-0.08321204947100745,0.7722584100649471,0.5594938152930219,0.41762713978150223,97.13118373023138,54.33179443483575
cosserat_sweep_leak_mag_only_nobc,test,low,0.0014617429887284563,0.12171880377304037,33,3,11,0.07680596602724246,0.14476110111249532,0.5272464398859125,0.5770765511115127,0.18683670937529365,0.340367332900153,52.38782165989731,41.24601785585501
cosserat_sweep_leak_mag_only_nobc,test,mid,0.12171880377304037,0.22800358547929211,33,3,11,0.01668447583589616,0.04526499679107348,-0.07683251110949751,0.6787112269813336,0.5389726916780602,0.4009548825215933,94.96678904331091,47.61964735997489
cosserat_sweep_leak_mag_only_nobc,test,high,0.22800358547929211,0.34798551749954276,42,3,14,0.02276210728832208,0.045934191645600614,0.12045126745388621,0.5569972994364563,0.42558967713508633,0.2937811042927806,82.39981914701916,36.2263000121224
cosserat_sweep_noleak_nobc,val,low,0.0014617429887284563,0.12171880377304037,27,3,9,0.1776327631656822,0.22588497227029908,0.3084810646595778,0.8192047930407031,0.35095527728180387,0.46726280193966657,63.95941128554168,60.68941937522961
cosserat_sweep_noleak_nobc,val,mid,0.12171880377304037,0.22800358547929211,27,3,9,0.004169657644926682,0.015382339385848674,-0.3170751255971414,0.5137196638960182,0.6809350330427703,0.3170187481737064,111.9039754514341,34.32836989186827
cosserat_sweep_noleak_nobc,val,high,0.22800358547929211,0.34798551749954276,18,3,6,0.020018078669946433,0.04843546671313699,-0.08566348089112176,0.7738051350425806,0.562654679449487,0.426538640831851,97.53980424669054,54.88484275796174
cosserat_sweep_noleak_nobc,test,low,0.0014617429887284563,0.12171880377304037,33,3,11,0.04155206489794203,0.09627428762611516,0.5796473350263003,0.47606652250895837,0.1356173552273369,0.28825296412244644,50.251307198495574,34.091953214258105
cosserat_sweep_noleak_nobc,test,mid,0.12171880377304037,0.22800358547929211,33,3,11,0.014173829203795126,0.04461895641167214,-0.08842421023908889,0.681342289956505,0.5435970130733631,0.3902953663810654,95.45405486135772,47.857838867664455
cosserat_sweep_noleak_nobc,test,high,0.22800358547929211,0.34798551749954276,42,3,14,0.021393063891496287,0.06746390283448862,0.1301264043542601,0.5507055948233042,0.4253170096363981,0.2856910073436267,81.72678252628872,36.07976089714727
