variant,seed,split,case,R_mm,L_mm,alpha_womersley,kappa,eps,De,pp_dir_10deg,cos_signed_median,frac_flipped,angle_median_deg
cosserat_sweep_withleak_nobc,1337,test,cs_008_R10p3_L219p9_a10p1_k0p005,10.332632062001387,219.86319845391617,10.142430618716505,0.0053904580648451985,0.046995732503942136,0.05569761982969345,1.0,0.9988285303115845,0.0,2.773646116256714
cosserat_sweep_withleak_nobc,1337,test,cs_011_R14p0_L181p9_a03p0_k0p014,14.044006058026058,181.87220676453305,3.0168575708216334,0.014121937351325617,0.077219088654973,0.1983285737130814,1.0,0.9997462630271912,0.0,1.2907397747039795
cosserat_sweep_withleak_nobc,1337,test,cs_036_R17p3_L276p1_a08p0_k0p003,17.31499466778154,276.12701618004564,8.021361701813102,0.0029834969688785585,0.06270663011290241,0.05165923410747463,1.0,0.9991823434829712,0.0,2.3171420097351074
cosserat_sweep_withleak_nobc,1337,test,cs_041_R16p4_L126p5_a08p0_k0p021,16.380952953924872,126.50298452981617,7.9710182832138035,0.02124330119733147,0.1294906441520671,0.34798551749954276,1.0,0.9991569519042969,0.0,2.3528504371643066
cosserat_sweep_withleak_nobc,1337,test,cs_042_R09p1_L132p8_a10p7_k0p011,9.07428353129959,132.76355859514942,10.712075744884107,0.010660025037295294,0.06834920385774537,0.09673208963916997,1.0,0.9996396899223328,0.0,1.53811514377594
cosserat_sweep_withleak_nobc,1337,test,cs_043_R12p3_L259p6_a06p1_k0p020,12.297612930140655,259.5885815717731,6.138198863286343,0.01974936588961313,0.04737347403988381,0.24287005732618525,1.0,0.9995502829551697,0.0,1.7183971405029297
cosserat_sweep_withleak_nobc,1337,test,cs_069_R13p1_L102p9_a09p7_k0p009,13.148822734681907,102.86134202123537,9.659537039244858,0.008785096495739686,0.12783055787826858,0.11551367652955634,1.0,0.9995051622390747,0.0,1.8025485277175903
cosserat_sweep_withleak_nobc,1337,test,cs_073_R17p1_L219p1_a08p8_k0p003,17.052436405248233,219.11549442691114,8.814141439119714,0.0029927805368692127,0.07782396425158468,0.05103419977982692,1.0,0.9996204376220703,0.0,1.578613519668579
cosserat_sweep_withleak_nobc,1337,test,cs_077_R09p2_L151p4_a10p0_k0p005,9.20785348784141,151.41657260303316,9.988312383907285,0.005444190983975563,0.06081139818150236,0.050129312940274146,1.0,0.9999541640281677,0.0,0.5485832095146179
cosserat_sweep_withleak_nobc,1337,test,cs_101_R17p1_L296p7_a11p6_k0p014,17.06116325157632,296.7454777876344,11.553969292706446,0.014261996667051307,0.05749426538451287,0.2433262534299997,1.0,0.9993295669555664,0.0,2.0981180667877197
cosserat_sweep_withleak_nobc,1337,test,cs_103_R15p3_L286p2_a07p5_k0p006,15.26161829168939,286.18579683017697,7.52249632089859,0.006024006987283315,0.05332765797858813,0.09193609522638774,1.0,0.9998627305030823,0.0,0.9493572115898132
cosserat_sweep_withleak_nobc,1337,test,cs_108_R15p3_L157p3_a02p2_k0p017,15.293754870832325,157.25614939483324,2.219900141123518,0.01652590291086547,0.09725377945274051,0.25274310813795087,1.0,0.9996424913406372,0.0,1.5321238040924072
cosserat_sweep_withleak_nobc,1337,test,cs_127_R09p9_L248p0_a10p7_k0p027,9.92130915509264,248.0385827557328,10.675877396634963,0.026674469300049557,0.03999905597292941,0.26464565647381927,1.0,0.9994896650314331,0.0,1.8305591344833374
cosserat_sweep_withleak_nobc,1337,test,cs_141_R11p5_L262p4_a02p2_k0p000,11.458340278600033,262.4340458867466,2.23603363554198,0.00012757021987368057,0.04366179029814172,0.0014617429887284563,1.0,0.9998276829719543,0.0,1.0636725425720215
cosserat_sweep_withleak_nobc,1337,test,cs_145_R10p7_L132p0_a11p4_k0p027,10.68541526716421,132.04906413974186,11.393989353830287,0.02683932389225749,0.08092003784181533,0.28678932127869333,0.6066498152829088,0.9924072623252869,0.0,7.064996719360352
cosserat_sweep_withleak_nobc,1337,test,cs_150_R11p5_L181p7_a04p6_k0p020,11.518299636477002,181.71355082438,4.598057815988547,0.019514730234116283,0.0633871254192212,0.22477651016156833,1.0,0.9995321035385132,0.0,1.752732276916504
cosserat_sweep_withleak_nobc,1337,test,cs_167_R08p2_L205p2_a11p9_k0p029,8.167573366253167,205.18563210404523,11.938348744333847,0.028818352151288754,0.03980577627439121,0.23537600549017068,1.0,0.9991907477378845,0.0,2.305201292037964
cosserat_sweep_withleak_nobc,1337,test,cs_203_R08p2_L122p5_a11p7_k0p007,8.217382794358745,122.54736312710918,11.737120847034058,0.006959456601839249,0.0670547499731632,0.057188518938040216,1.0,0.9997836947441101,0.0,1.1917328834533691
cosserat_sweep_withleak_nobc,1337,test,cs_204_R12p4_L232p8_a05p2_k0p008,12.432576699850076,232.80822831481788,5.207207074882933,0.008287663442116892,0.05340265157225443,0.10303701140666176,1.0,0.9997663497924805,0.0,1.238673448562622
cosserat_sweep_withleak_nobc,1337,test,cs_206_R09p6_L215p3_a11p8_k0p017,9.638041884761433,215.2839528442758,11.817075619528502,0.017454471858595003,0.04476897491627277,0.16822693084952836,1.0,0.9994664192199707,0.0,1.8717373609542847
cosserat_sweep_withleak_nobc,1337,test,cs_207_R14p8_L249p3_a02p6_k0p016,14.829240881322207,249.25664949252578,2.6215250192799315,0.01590100405059888,0.059493862697399674,0.23579981932121089,1.0,0.9998524188995361,0.0,0.9842703938484192
cosserat_sweep_withleak_nobc,1337,test,cs_209_R10p1_L101p7_a07p4_k0p010,10.120819917927488,101.7083360980719,7.440285153684869,0.00990678838805335,0.0995082635917721,0.1002648212405031,1.0,0.9999372959136963,0.0,0.6414821147918701
cosserat_sweep_withleak_nobc,1337,test,cs_212_R12p3_L211p8_a06p3_k0p019,12.338677853831664,211.80580528278526,6.342760122167442,0.018696010110296455,0.05825467265808934,0.23068404590292776,1.0,0.9998078346252441,0.0,1.1232647895812988
cosserat_sweep_withleak_nobc,1337,test,cs_221_R10p5_L204p7_a03p8_k0p014,10.490382252632225,204.67218480322697,3.8459641754550846,0.0138257058482252,0.05125455744129443,0.14503693926033523,1.0,0.9992827773094177,0.0,2.170154094696045
cosserat_sweep_withleak_nobc,1337,test,cs_227_R14p4_L277p1_a05p3_k0p014,14.418427658248241,277.1340038172114,5.301363838105172,0.01396688597456547,0.052026916436274516,0.20138053503527423,1.0,0.9995636940002441,0.0,1.6925792694091797
cosserat_sweep_withleak_nobc,1337,test,cs_231_R13p0_L240p3_a05p5_k0p019,12.97148968239227,240.34910386029168,5.529877524013183,0.019003727820144537,0.053969369862648796,0.2465066593459958,1.0,0.9997032880783081,0.0,1.3957762718200684
cosserat_sweep_withleak_nobc,1337,test,cs_232_R15p7_L186p4_a07p6_k0p012,15.654714235548212,186.38536863997828,7.595966650351917,0.01240612882235181,0.08399111126467677,0.19421440148331587,1.0,0.9990667104721069,0.0,2.4755945205688477
cosserat_sweep_withleak_nobc,1337,test,cs_234_R09p0_L188p8_a06p9_k0p030,9.039784318877945,188.7543935856657,6.857262450562726,0.029651210053235406,0.0478917822634696,0.2680405436749935,1.0,0.9995909929275513,0.0,1.6387693881988525
cosserat_sweep_withleak_nobc,1337,test,cs_237_R11p3_L274p9_a11p9_k0p019,11.34108282364878,274.8799492157583,11.889809393813541,0.01891886211767744,0.04125831242331523,0.21456038220577117,1.0,0.9995192289352417,0.0,1.7767963409423828
cosserat_sweep_withleak_nobc,1337,test,cs_243_R10p7_L196p9_a03p5_k0p020,10.685120152308635,196.91921575267133,3.4852042530363283,0.020074742814701573,0.054261439704945014,0.21450103900178072,1.0,0.9997475743293762,0.0,1.2874000072479248
cosserat_sweep_withleak_nobc,1337,test,cs_244_R11p7_L295p1_a04p8_k0p019,11.695820140082057,295.08370829461035,4.7886023453704265,0.01872456140796538,0.039635601055972226,0.21899910242948478,1.0,0.9997026920318604,0.0,1.3971776962280273
cosserat_sweep_withleak_nobc,1337,test,cs_249_R13p4_L183p9_a06p3_k0p012,13.379656937996563,183.94270592169076,6.253312234722841,0.011863671098384052,0.07273817611279805,0.15873184932160347,1.0,0.9994865655899048,0.0,1.8361098766326904
cosserat_sweep_withleak_nobc,1337,test,cs_255_R10p5_L206p1_a06p2_k0p025,10.526340555463111,206.14315889437802,6.240269051325278,0.02524660378219265,0.05106325435158639,0.26575434928020286,1.0,0.9996097087860107,0.0,1.6008332967758179
cosserat_sweep_withleak_nobc,1337,test,cs_267_R15p8_L136p0_a09p0_k0p011,15.841647847201518,136.00586823878572,9.002830388550995,0.010930430195646728,0.11647767888506334,0.17315602597785346,1.0,0.9999115467071533,0.0,0.7622034549713135
cosserat_sweep_withleak_nobc,1337,test,cs_291_R12p7_L154p6_a11p6_k0p026,12.732700950050912,154.56718024184406,11.635933302839938,0.026381135330233136,0.08237648464653784,0.33590310688268116,1.0,0.9994089603424072,0.0,1.9700051546096802
cosserat_sweep_withleak_nobc,1337,test,cs_292_R14p4_L187p7_a06p1_k0p018,14.387564331140076,187.69446004590728,6.091070410185052,0.01817182441893697,0.07665417683410097,0.2614482928416378,1.0,0.999870777130127,0.0,0.9211110472679138
cosserat_sweep_withleak_nobc,1337,val,cs_000_R09p8_L228p0_a06p7_k0p015,9.789348136754361,227.9826331430309,6.672684011434852,0.014820021084321922,0.04293900812441602,0.14507834578846715,1.0,0.9998332262039185,0.0,1.0464235544204712
cosserat_sweep_withleak_nobc,1337,val,cs_010_R11p6_L163p7_a05p1_k0p005,11.550610145885386,163.73579328774903,5.1366674156380805,0.004713985780975811,0.07054419753893616,0.05444941198929865,1.0,0.9998345971107483,0.0,1.0421137809753418
cosserat_sweep_withleak_nobc,1337,val,cs_044_R15p5_L133p3_a07p4_k0p004,15.535177069130189,133.3034756178414,7.401208121935621,0.004461336701963621,0.11653992513793807,0.06930765563001415,1.0,0.9998670220375061,0.0,0.9343988299369812
cosserat_sweep_withleak_nobc,1337,val,cs_056_R13p8_L203p6_a05p8_k0p003,13.778802937632774,203.5513047123528,5.821946206602572,0.0031107731319378563,0.06769203939569043,0.04286272996865444,1.0,0.9996412992477417,0.0,1.534676194190979
cosserat_sweep_withleak_nobc,1337,val,cs_064_R10p8_L101p0_a03p4_k0p031,10.796119193782612,101.01214607231668,3.4248162866480163,0.03110729395226966,0.1068794161253979,0.3358380533047362,1.0,0.9997713565826416,0.0,1.22525155544281
