variant,split,n_predictions,n_seeds,n_cases,pp_dir_10deg_mean,pp_dir_10deg_std,cos_signed_median_mean,cos_signed_median_std,frac_flipped_mean,frac_flipped_std,angle_median_deg_mean,angle_median_deg_std
sage_subend_withleak,val,225,3,75,0.8277826666666667,0.13345828271411259,0.9957696819305419,0.00335591004105459,4.444444444444445e-07,6.666666666666667e-06,4.806533628569709,2.1736571415194463
sage_subend_withleak,test,225,3,75,0.8737871111111111,0.11540675991864877,0.9972229642338223,0.0024351020196094484,0.0,0.0,3.9266992399427627,1.6856821604666747
sage_subend_leak_dir_only,val,225,3,75,0.8430902222222222,0.12118215624939989,0.9959942486551073,0.003014446208516691,0.0007702222222222222,0.006036670117797651,4.725703601837158,2.003316137164079
sage_subend_leak_dir_only,test,225,3,75,0.9083377777777778,0.09157680248822982,0.9977655914094713,0.001995207462145004,6.444444444444444e-05,0.0003424931930733621,3.5093865278032093,1.5410540041898793
sage_subend_leak_mag_only,val,225,3,75,0.12477244444444445,0.12295697253285169,0.5134591407659981,0.3749305409072544,0.2983382222222222,0.15191290872111926,54.36661153581407,28.18575572580095
sage_subend_leak_mag_only,test,225,3,75,0.17084,0.09743945785167614,0.7075583794733716,0.2919008471046974,0.23486355555555555,0.14887907606803924,41.03097862243652,22.014287617810158
sage_subend_noleak,val,225,3,75,0.10827111111111111,0.10086471805942031,0.4602518095836664,0.3910513841559385,0.3265222222222222,0.15997631868399317,58.84953786214193,27.637569873603013
sage_subend_noleak,test,225,3,75,0.149968,0.08502891812705336,0.6789076791827877,0.2884946874564485,0.2248928888888889,0.15140134235555341,44.04237616644965,20.940201841450886
