variant,seed,split,case_id,n_nodes,peak_loc_mm,pred_world_x,pred_world_y,pred_world_z,true_world_x,true_world_y,true_world_z,pred_bbox_x,pred_bbox_y,pred_bbox_z,true_bbox_x,true_bbox_y,true_bbox_z,pred_pca_norm,true_pca_norm,aorta_length_mm
withleak,2026,test,0226_H_AO_COA_3D_FSI_REST,478860,36.40367889404297,0.015431199222803116,-0.0051757460460066795,0.10706924647092819,0.008452586829662323,-0.035819586366415024,0.12543992698192596,0.756437361240387,0.6566802263259888,0.7588733434677124,0.6265400648117065,0.33314213156700134,0.8296464085578918,0.25130119919776917,0.15641948580741882,260.1051025390625
withleak,2026,val,0002_H_AO_SVD_3D_RIGID,354855,31.715177536010742,0.000515789957717061,-0.0017254790291190147,0.13187362253665924,0.020775623619556427,0.0006489999359473586,0.1561584621667862,0.49434441328048706,0.7511215806007385,0.6810008883476257,0.741871178150177,0.8015081882476807,0.8134366273880005,0.6948375105857849,0.8339390754699707,186.31173706054688
withleak,2026,val,0005_H_AO_SVD_3D_RIGID,354274,168.95326232910156,-0.013630349189043045,0.03702305629849434,0.13618223369121552,-0.020898595452308655,-0.010561738163232803,-0.025768570601940155,0.3463870882987976,0.6880775690078735,0.8534948825836182,0.25531497597694397,0.20074094831943512,0.16709274053573608,0.14580011367797852,0.853865385055542,237.56398010253906
withleak,2026,val,0234_H_AO_COA_3D_FSI_REST,274329,44.49916458129883,0.05334336310625076,0.004702058155089617,0.15321506559848785,0.0539039708673954,0.041949763894081116,0.12887436151504517,0.7228928804397583,0.2763859033584595,0.8823288083076477,0.7356545329093933,0.6454179883003235,0.7485889196395874,0.12386855483055115,0.3515124022960663,184.22119140625
withleak,2026,val,0241_H_AO_COA_3D_FSI_REST,318163,93.17833709716797,0.011018287390470505,0.035495780408382416,0.024570021778345108,0.009715110994875431,0.012377037666738033,0.11482537537813187,0.7497914433479309,0.9316717982292175,0.18176834285259247,0.7292318344116211,0.6536896228790283,0.7190587520599365,0.13374929130077362,0.6516221165657043,174.79600524902344
withleak,777,test,0007_H_AO_H_3D_RIGID,560868,57.677974700927734,-0.006222957745194435,-0.0038070259615778923,0.10645812004804611,0.0009825309971347451,0.02222740463912487,0.055496979504823685,0.3756020963191986,0.43693891167640686,0.7573864459991455,0.43710166215896606,0.8590094447135925,0.5715276002883911,0.7323066592216492,0.571070671081543,278.0772705078125
withleak,777,test,0017_H_AO_COA_3D_RIGID,557492,56.79058837890625,0.020657967776060104,0.03009108081459999,0.07544055581092834,0.011491436511278152,-0.004452886991202831,0.03130599111318588,0.5298162698745728,0.7813540101051331,0.8172444701194763,0.4484070837497711,0.18182328343391418,0.6463367938995361,0.1766653060913086,0.36392033100128174,258.7390441894531
withleak,777,test,0020_H_AO_COA_3D_RIGID,322504,75.36848449707031,0.054735973477363586,-0.006569391116499901,0.13709570467472076,-0.002353827003389597,-0.021989155560731888,0.09036889672279358,0.8799943923950195,0.526807427406311,0.9240779280662537,0.33883151412010193,0.23230741918087006,0.6676641702651978,0.9412338137626648,0.6421206593513489,185.21702575683594
withleak,777,test,0225_H_AO_COA_3D_FSI_REST,180449,19.591915130615234,-0.000910602742806077,-0.020176850259304047,0.0027199150063097477,0.0032901628874242306,-0.02952641434967518,0.0194166898727417,0.36531776189804077,0.6629076600074768,0.6129197478294373,0.41640421748161316,0.5265591144561768,0.7028605937957764,0.3909306824207306,0.291360467672348,185.0791473388672
withleak,777,test,0226_H_AO_COA_3D_FSI_REST,478860,6.502285480499268,0.008418377488851547,-0.03031565621495247,0.12197794765233994,0.008452586829662323,-0.035819586366415024,0.12543992698192596,0.6259032487869263,0.39125269651412964,0.8163091540336609,0.6265400648117065,0.33314213156700134,0.8296464085578918,0.1742321252822876,0.15641948580741882,260.1051025390625
withleak,777,val,0002_H_AO_SVD_3D_RIGID,354855,31.093950271606445,0.0003205769753549248,-0.003544642822816968,0.13311854004859924,0.020775623619556427,0.0006489999359473586,0.1561584621667862,0.4919593930244446,0.7125188112258911,0.6877899765968323,0.741871178150177,0.8015081882476807,0.8134366273880005,0.698466420173645,0.8339390754699707,186.31173706054688
